"差分更新方法","廃盤","品目区分","商品コード","商品名","商品名（カナ）","標準原価","通貨【標準取引通貨：仕入先マスタ】","単位容積","単位重量","関税率","消費税区分【消費税区分マスタ】","消費税率【消費税区分マスタ】","仕入先コード【仕入先マスタ 一覧】","仕入先名【仕入先マスタ 一覧】","仕入先ID","商品ID","消費税区分ID","食品検査対象","中分類ID","中分類名","大分類名","大分類ID","作成者","作成日時","更新者","更新日時"
,"false","SKU","5010247","アレンジパネルセット(amazon限定)","アレンジパネルセット(amazonゲンテイ)",,"USD",,,"0",,,"000501","Bennington","68","741",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010248","キッズパーテーション ミルキー プレミアムクリア","キッズパーテーションミルキープレミアムクリア","52.2","USD","0.10862069",,"0",,,"000501","Bennington","68","742",,"false","20","キッズパーテーション","パーテーション","4","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010249","キッズパーテーション ミルキー プレミアムクリア 拡張パネル","キッズパーテーションミルキープレミアムクリアカクチョウパネル","20","USD","0.0525",,"0",,,"000501","Bennington","68","743",,"false","20","キッズパーテーション","パーテーション","4","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010250","ミュージカルキッズランドDX(グレー/グレージュ/ホワイト)","ミュージカルキッズランドDX(グレー/グレージュ/ホワイト)","37.1","USD","0.12962963",,"0",,,"000501","Bennington","68","744",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010251","キッズパーテーション ミルキー 追加パネルセット","キッズパーテーションミルキーツイカパネルセット","10.7","USD","0.0525",,"0",,,"000501","Bennington","68","745",,"false","20","キッズパーテーション","パーテーション","4","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010252","キッズパーテーション ミルキー スタンド","キッズパーテーションミルキースタンド","3","USD","0.007",,"0",,,"000501","Bennington","68","746",,"false","20","キッズパーテーション","パーテーション","4","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010253","キッズランド パズルトイパネル ホワイト","キッズランドパズルトイパネルホワイト",,"USD",,,"0",,,"000501","Bennington","68","747",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010254","たためるベビーサークル pawoo ベージュ","タタメルベビーサークルpawooベージュ","45.43","USD","0.1333",,"0",,,"000501","Bennington","68","748",,"false","4","Pawoo","ベビーサークル","1","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010255","たためるベビーサークル pawoo 専用 扉パネル グレー","タタメルベビーサークルpawooセンヨウトビラパネルグレー","12.8","USD","0.036207",,"0",,,"000501","Bennington","68","749",,"false","4","Pawoo","ベビーサークル","1","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010256","たためるベビーサークル pawoo 専用 扉パネル ベージュ","タタメルベビーサークルpawooセンヨウトビラパネルベージュ","12.8","USD","0.036207",,"0",,,"000501","Bennington","68","750",,"false","4","Pawoo","ベビーサークル","1","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010257","たためるベビーサークル pawoo 専用 拡張パネル ベージュ","タタメルベビーサークルpawooセンヨウカクチョウパネルベージュ","13.4","USD","0.036207",,"0",,,"000501","Bennington","68","751",,"false","4","Pawoo","ベビーサークル","1","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010258","たためて洗えるペットサークル スリム ブラウン","タタメテアラエルペットサークルスリムブラウン","44.8","USD","0.0315",,"0.05",,,"000501","Bennington","68","752",,"false","52","ペットサークル","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010259","たためて洗えるペットサークル スリム グレー","タタメテアラエルペットサークルスリムグレー","44.8","USD","0.0315",,"0",,,"000501","Bennington","68","753",,"false","52","ペットサークル","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010260","木ののぼれんにゃん フェンス部品セット","キノノボレンニャンフェンスブヒンセット","34.1","USD","0.0428",,"0.029",,,"000501","Bennington","68","754",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010261","木ののぼれんにゃん 拡張パネル用 フェンス部品","キノノボレンニャンカクチョウパネルヨウフェンスブヒン","18","USD","0.02",,"0.029",,,"000501","Bennington","68","755",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010262","木ののぼれんにゃん 扉ロックヒンジ","キノノボレンニャントビラロックヒンジ","1.3","USD","0.001",,"0",,,"000501","Bennington","68","756",,"false","49","ノボレンニャン","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010263","とおせんぼMネット(トイザラス)","トオセンボMネット(トイザラス)","4.6","USD","0.00141",,"0",,,"000501","Bennington","68","757",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010264","とおせんぼLネット(トイザラス)","トオセンボLネット(トイザラス)","5.2","USD","0.00194",,"0",,,"000501","Bennington","68","758",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010265","国産 木ののぼれんにゃん フェンス部品セット","コクサンキノノボレンニャンフェンスブヒンセット","19.71","USD","0.0428",,"0.039",,,"000501","Bennington","68","759",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010266","国産 木ののぼれんにゃん 拡張パネル用 フェンス部品","コクサンキノノボレンニャンカクチョウパネルヨウフェンスブヒン","9.52","USD","0.02",,"0.039",,,"000501","Bennington","68","760",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010267","国産 木製 Oridoor用 ヒンジ部品一式","コクサンモクセイOridoorヨウヒンジブヒンイッシキ",,"USD",,,"0",,,"000501","Bennington","68","761",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010268","ローステップベビーゲイト Sies Free ミルク","ローステップベビーゲイトSiesFreeミルク","22.5","USD","0.03065",,"0",,,"000501","Bennington","68","762",,"false","10","ローステップゲイト","ベビーゲイト（つっぱり式）","2","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010269","ローステップベビーゲイト Sies Free ミルク 拡張フレーム","ローステップベビーゲイトSiesFreeミルクカクチョウフレーム","2.1","USD","0.02347",,"0",,,"000501","Bennington","68","763",,"false","10","ローステップゲイト","ベビーゲイト（つっぱり式）","2","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010270","ローステップベビーゲイト Sies Free ミルク ワイドパネル","ローステップベビーゲイトSiesFreeミルクワイドパネル","5.4","USD","0.0223",,"0",,,"000501","Bennington","68","764",,"false","10","ローステップゲイト","ベビーゲイト（つっぱり式）","2","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010271","ローステップベビーゲイト Sies Free チョコ","ローステップベビーゲイトSiesFreeチョコ","22.5","USD","0.03065",,"0",,,"000501","Bennington","68","765",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010272","ローステップベビーゲイト Sies Free チョコ 拡張フレーム","ローステップベビーゲイトSiesFreeチョコカクチョウフレーム","2.1","USD","0.02347",,"0",,,"000501","Bennington","68","766",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010273","ローステップベビーゲイト Sies Free チョコ ワイドパネル","ローステップベビーゲイトSiesFreeチョコワイドパネル","5.4","USD","0.0223",,"0",,,"000501","Bennington","68","767",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010274","モダンゲイト ベージュ","モダンゲイトベージュ","23.6","USD","0.045",,"0.039",,,"000501","Bennington","68","768",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010275","たためて洗えるペットサークル用日よけカバー(長方形)","タタメテアラエルペットサークルヨウビヨケカバー(チョウホウケイ)","11.5","USD","0.01",,"0.047",,,"000501","Bennington","68","769",,"false","52","ペットサークル","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010276","たためるベビーサークル専用パーテーションセット","タタメルベビーサークルセンヨウパーテーションセット","16.5","USD","0.05",,"0",,,"000501","Bennington","68","770",,"false","20","キッズパーテーション","パーテーション","4","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010280","のぼれんニャン窓用 ボルト","ノボレンニャンマドヨウボルト","0.3","USD","0.0001",,"0",,,"000501","Bennington","68","771",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010281","のぼれんニャン窓用 ボルト 調節ノブ付","ノボレンニャンマドヨウボルトチョウセツノブヅケ","0.37","USD","0.0001",,"0",,,"000501","Bennington","68","772",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010282","のぼれんニャン窓用 レンチ","ノボレンニャンマドヨウレンチ","0.21","USD","0.0001",,"0",,,"000501","Bennington","68","773",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010283","窓からおちないぞう ネット(リーフ)","マドカラオチナイゾウネット(リーフ)","6.62","USD","0.00151",,"0",,,"000501","Bennington","68","774",,"false","59","部品","部品","12","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010284","セーフティハイペットゲイト ブラウン(ダーク)","セーフティハイペットゲイトブラウン(ダーク)","25.88","USD","0.0569",,"0",,,"000501","Bennington","68","775",,"false","51","ペットツッパリゲイト","ペット","11","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010288","オートマチックゲイト","オートマチックゲイト",,"USD",,,"0",,,"000501","Bennington","68","776",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010300","たため Rail ゲイト","タタメRailゲイト","23.2","USD","0.031111111",,"0",,,"000501","Bennington","68","777",,"false","10","ローステップゲイト","ベビーゲイト（つっぱり式）","2","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010301","たため Rail ゲイト 拡張パネル(8㎝)","タタメRailゲイトカクチョウパネル(8㎝)","4","USD","0.01",,"0",,,"000501","Bennington","68","778",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010302","階段上OK！まもるんベビーゲート","カイダンジョウOK！マモルンベビーゲート","25.3","USD","0.045",,"0",,,"000501","Bennington","68","779",,"false","7","OEM","ベビーゲイト（つっぱり式）","2","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
,"false","SKU","5010305","とおせんぼSネット(トイザラスベージュ)","トオセンボSネット(トイザラスベージュ)","3.2","USD","0.00099",,"0",,,"000501","Bennington","68","780",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39"
,"false","SKU","5010310","MOOMIN BABY 洗えてたためる ポータブルベビーサークル","MOOMINBABYアラエテタタメルポータブルベビーサークル","45.3","USD","0.03539",,"0",,,"000501","Bennington","68","781",,"false","26","ムーミン","ライセンス","5","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:39","池水法弘(ikemizu_norihiro)","2026/05/22 10:48:36"
